ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172599846,12/14/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032198,217060,40.76233422,-73.82691731
172601962,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,18-24,F,BLACK,1020183,239283,40.82338729,-73.87017045
172601978,12/14/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553500,F,M,5,0,65+,F,ASIAN / PACIFIC ISLANDER,983907,199959,40.71552621,-74.00123875
172601982,12/14/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,M,WHITE,982746,206647,40.73388303,-74.00542831
172631668,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,68,0,25-44,M,ASIAN / PACIFIC ISLANDER,982881,167400,40.62615894,-74.00493321
172607446,12/14/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,B,48,0,25-44,M,BLACK,1011811,246833,40.84413995,-73.90038862
172607447,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200003,M,B,40,2,25-44,M,BLACK,1005514,235740,40.81371025,-73.92318281
172607479,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,13,1,25-44,M,BLACK,988662,210091,40.74333499,-73.98407943
172607484,12/14/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,19,0,25-44,M,BLACK HISPANIC,996248,219441,40.76899132,-73.9566864
172607493,12/14/2017,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252501,F,Q,107,0,25-44,M,BLACK,1036628,204948,40.72906475,-73.81102013
172607495,12/14/2017,106,"ASSAULT 2,1,PEACE OFFICER",106,FELONY ASSAULT,PL 12005A3,F,Q,113,0,<18,F,BLACK,1044220,189115,40.68555882,-73.78376909
172609320,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,41,0,18-24,M,WHITE HISPANIC,1013086,236614,40.81608766,-73.89582435
172609340,12/14/2017,849,"NY STATE LAWS,UNCLASSIFIED VIOLATION",677,OTHER STATE LAWS,LOC000000V,V,M,14,3,25-44,M,WHITE HISPANIC,986882,214802,40.75626621,-73.99050125
172610777,12/14/2017,500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,DANGEROUS DRUGS,PL 2202101,F,M,23,0,25-44,M,WHITE HISPANIC,999998,226211,40.7875673,-73.94313233
172610789,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1704001,F,Q,105,0,18-24,M,BLACK,1057254,199353,40.71356171,-73.73666201
172605355,12/14/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,78,0,25-44,M,BLACK,989032,182450,40.66746676,-73.9827638
172607466,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,75,0,18-24,M,BLACK HISPANIC,1017119,183909,40.67141166,-73.88151172
172607481,12/14/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,M,19,0,<18,M,WHITE HISPANIC,994297,218680,40.76690501,-73.96373102
172609347,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,Q,115,0,45-64,M,WHITE HISPANIC,1018714,214946,40.75659468,-73.87560302
172629685,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,19,0,25-44,M,WHITE,995229,216822,40.76180417,-73.96036946
172629589,12/14/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,K,63,0,25-44,M,BLACK,1000521,168264,40.6285156,-73.9413837
172629579,12/14/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402501,F,B,40,2,25-44,M,BLACK HISPANIC,1009563,236603,40.81606827,-73.90855208
172629578,12/14/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,40,0,25-44,M,WHITE HISPANIC,1005294,237197,40.81770983,-73.92397301
172629577,12/14/2017,566,"MARIJUANA, POSSESSION",678,MISCELLANEOUS PENAL LAW,PL 2210500,V,B,49,0,25-44,M,BLACK,1020937,254605,40.86543855,-73.86736232
172629440,12/14/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,M,33,0,45-64,M,BLACK HISPANIC,1001534,248426,40.84853836,-73.93752833
172629426,12/14/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,69,0,25-44,M,BLACK HISPANIC,1010576,175629,40.64870677,-73.90513094
172628299,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,46,0,25-44,M,WHITE HISPANIC,1009262,247613,40.8462884,-73.90959847
172628298,12/14/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,47,0,65+,M,BLACK,1022895,259472,40.8787886,-73.86025526
172628297,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,46,0,25-44,F,WHITE HISPANIC,1009262,247613,40.8462884,-73.90959847
172626601,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,114,0,45-64,M,WHITE,1008736,213682,40.75315858,-73.91162336
172623755,12/14/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,M,34,69,45-64,F,BLACK,1005509,253401,40.86218457,-73.92314489
172599837,12/14/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,B,43,0,25-44,M,BLACK,1019939,243591,40.8352125,-73.87102914
172618672,12/14/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,18,1,25-44,M,BLACK,990567,217741,40.76433115,-73.97719748
172616169,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701004,F,K,79,1,25-44,M,BLACK,998241,187165,40.68039861,-73.94955839
172616161,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701004,F,B,41,0,18-24,M,BLACK,1013879,239551,40.82414627,-73.89294648
172614103,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,62,0,25-44,M,ASIAN / PACIFIC ISLANDER,987402,161660,40.61040337,-73.98864916
172612444,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,18-24,M,BLACK,1050957,181938,40.66581143,-73.75954881
172610793,12/14/2017,502,"CONTROLLED SUBSTANCE,POSSESS. 3",117,DANGEROUS DRUGS,PL 2201611,F,S,120,0,65+,M,WHITE,962822,174282,40.64502275,-74.07721685
172610773,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,0,18-24,M,BLACK,987636,212439,40.74978011,-73.98778087
172610763,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,75,0,18-24,M,BLACK,1013227,183621,40.67063476,-73.89554325
172645658,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,14,25-44,M,BLACK HISPANIC,1000711,235993,40.81441492,-73.94053357
172616170,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,K,61,0,25-44,F,BLACK,995118,155709,40.59406298,-73.96086869
172629934,12/14/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,77,0,18-24,M,BLACK,1003560,185787,40.67660631,-73.93038526
172626587,12/14/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,M,9,0,18-24,M,BLACK,985619,203828,40.72614559,-73.99506228
172603022,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200600,F,K,84,72,18-24,M,WHITE HISPANIC,987041,190253,40.68888508,-73.98993751
172603023,12/14/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155003,M,M,33,0,25-44,M,WHITE HISPANIC,1001889,245601,40.84078386,-73.93625261
172605344,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,40,0,25-44,M,BLACK HISPANIC,1011485,237929,40.81970205,-73.90160302
172605346,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,B,44,0,25-44,M,BLACK HISPANIC,1006537,244511,40.83778162,-73.91945797
172605360,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,M,1,0,25-44,M,BLACK,982351,201758,40.72046384,-74.0068522
172607448,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601002,F,B,43,0,<18,M,BLACK HISPANIC,1020183,239283,40.82338729,-73.87017045
172625273,12/14/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,B,44,0,18-24,F,WHITE HISPANIC,1004687,239413,40.82379355,-73.92615925
172609335,12/14/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,M,5,97,25-44,M,BLACK,983903,200257,40.71634415,-74.00125319
172610757,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,44,0,45-64,M,WHITE HISPANIC,1009394,242828,40.8331546,-73.90913931
172610770,12/14/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,14,1,25-44,M,WHITE,988650,214286,40.75484922,-73.98411999
172610788,12/14/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,105,0,45-64,M,BLACK,1057767,203993,40.72629309,-73.73476085
172625281,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,70,0,25-44,M,BLACK,996175,173443,40.64273777,-73.9570314
172625290,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,72,1,25-44,M,WHITE HISPANIC,979305,172965,40.64143241,-74.0178197
172629434,12/14/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,M,33,0,45-64,M,WHITE,1001494,248376,40.8484012,-73.93767304
172601967,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,M,BLACK,1026486,262591,40.88733282,-73.84725001
172614109,12/14/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,ASIAN / PACIFIC ISLANDER,994297,218680,40.76690501,-73.96373102
172629670,12/14/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,52,0,25-44,F,BLACK,1011163,254856,40.86616268,-73.90269845
172629956,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0,25-44,M,BLACK,946272,169948,40.63307135,-74.13682999
172629941,12/14/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,M,1,1,45-64,M,WHITE,982886,201953,40.72099917,-74.0049222
172629693,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,102,0,45-64,M,WHITE,1032428,198872,40.7124115,-73.8262173
172629689,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,M,18,1,25-44,M,WHITE,988099,217000,40.76229871,-73.98610723
172629607,12/14/2017,563,PROSTITUTION,356,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,Q,110,0,25-44,F,BLACK HISPANIC,1014882,211234,40.74642029,-73.88945158
172629591,12/14/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,67,0,25-44,M,BLACK,1006560,180469,40.66200254,-73.9195873
172629445,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1027951,221876,40.77557488,-73.84221691
172629436,12/14/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,M,18,0,25-44,M,BLACK HISPANIC,988095,215517,40.75822826,-73.98612252
172628311,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,13,97,45-64,M,WHITE HISPANIC,991383,209177,40.74082451,-73.97426086
172592979,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,48,0,45-64,M,BLACK,1015582,252348,40.8592644,-73.88673345
172593317,12/14/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,6,1,18-24,F,BLACK,983551,208788,40.73975965,-74.00252386
172601990,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,S,123,0,65+,M,WHITE,918064,124741,40.50882156,-74.23801588
172600967,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200504,F,B,46,0,65+,M,BLACK,1009070,248694,40.84925597,-73.91028843
172629682,12/14/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,34,0,25-44,M,WHITE HISPANIC,1003674,251082,40.85582384,-73.92978559
172603025,12/14/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,5,97,18-24,F,WHITE,983903,200257,40.71634415,-74.00125319
172614101,12/14/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,76,0,<18,F,BLACK,982584,184886,40.67415417,-74.00600747
172614091,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,48,0,25-44,F,WHITE HISPANIC,1019600,246163,40.84227325,-73.87224065
172612433,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,18-24,M,BLACK,988394,213817,40.75356205,-73.98504429
172612428,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,M,23,0,25-44,M,WHITE HISPANIC,1001041,227317,40.79060105,-73.93936309
172612420,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,84,1,45-64,M,BLACK,987772,191476,40.69224167,-73.987301
172610786,12/14/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,Q,104,0,<18,M,WHITE,1009248,197971,40.71003432,-73.90983375
172610781,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,7,0,18-24,M,BLACK,986961,199554,40.71441418,-73.99022224
172610759,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,40,0,<18,M,WHITE HISPANIC,1006075,236932,40.81698058,-73.92115225
172607462,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,72,0,18-24,M,WHITE,984315,179291,40.65879729,-73.99976717
172607461,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,71,0,18-24,M,BLACK,995019,179733,40.66000394,-73.96118684
172605366,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,107,0,18-24,F,BLACK,1036628,204948,40.72906475,-73.81102013
172605348,12/14/2017,35,"NY STATE,UNCLASSIFIED",995,F.C.A. P.I.N.O.S.,FOA9000035,,B,49,0,18-24,M,WHITE HISPANIC,1020943,254814,40.86601216,-73.86733948
172605347,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,40,0,<18,F,WHITE HISPANIC,1005991,233847,40.80851333,-73.92146572
172603014,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,40,0,<18,F,WHITE HISPANIC,1005991,233847,40.80851333,-73.92146572
172598848,12/14/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,Q,111,0,25-44,M,BLACK,1045472,215125,40.7569412,-73.77901822
172601980,12/14/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,25,2,18-24,M,BLACK,1002065,231446,40.80193203,-73.93565411
172601973,12/14/2017,500,"CONTROLLED SUBSTANCE,POSSESS. 1",117,DANGEROUS DRUGS,PL 2202101,F,M,5,0,25-44,M,WHITE HISPANIC,983903,200257,40.71634415,-74.00125319
172600969,12/14/2017,273,"TAMPERING 1,CRIMINAL",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1452000,F,B,44,1,25-44,M,BLACK,1006195,240321,40.82628213,-73.92070764
172598844,12/14/2017,849,"NY STATE LAWS,UNCLASSIFIED VIOLATION",677,OTHER STATE LAWS,LOC000000V,V,M,24,1,25-44,M,WHITE,992062,228791,40.79465929,-73.97178778
172598842,12/14/2017,961,"SIGNAL,FAIL TO",881,OTHER TRAFFIC INFRACTION,VTL116300A,I,K,94,0,18-24,M,BLACK HISPANIC,997272,203422,40.72502174,-73.95302058
172594351,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,13,1,25-44,M,BLACK,988886,207857,40.7372031,-73.9832726
172593331,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,45-64,M,WHITE HISPANIC,1017904,212282,40.7492858,-73.87854006
172593299,12/14/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,42,2,18-24,M,BLACK HISPANIC,1011316,240368,40.82639693,-73.90220376
172597830,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A1,M,B,43,0,18-24,F,BLACK,1025659,241359,40.82906134,-73.85037211
172597832,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,46,0,45-64,M,BLACK,1006826,250651,40.85463338,-73.91839288
172598397,12/14/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,Q,111,0,25-44,M,BLACK,1045472,215125,40.7569412,-73.77901822
172598398,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,108,0,25-44,M,WHITE HISPANIC,1001155,212471,40.74985244,-73.93898874
172598838,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,42,2,45-64,M,BLACK,1007424,239937,40.82522502,-73.91626822
172594353,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,BLACK,985994,213198,40.75186385,-73.9937069
172597842,12/14/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,23,2,25-44,M,BLACK HISPANIC,1000069,230107,40.79826064,-73.94286676
172601970,12/14/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,84,0,25-44,M,BLACK,988089,190305,40.68902742,-73.98615855
172629430,12/14/2017,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,79,0,25-44,M,WHITE HISPANIC,999910,192864,40.69603826,-73.94352775
172628309,12/14/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,10,0,45-64,M,WHITE,984340,216674,40.76140476,-73.99967657
172628316,12/14/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,23,0,45-64,M,BLACK,998515,227786,40.79189277,-73.94848439
172629435,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200508,F,M,25,0,25-44,F,BLACK HISPANIC,1000710,231749,40.80276631,-73.94054759
172629596,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,M,13,0,18-24,M,BLACK,989116,208809,40.73981598,-73.98244196
172629601,12/14/2017,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,OTHER STATE LAWS,ED 6512001,F,M,18,0,25-44,F,ASIAN / PACIFIC ISLANDER,991422,216650,40.76133598,-73.97411215
172629681,12/14/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,M,9,0,18-24,M,BLACK,990712,202608,40.72279473,-73.97668858
172629688,12/14/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,M,13,0,<18,M,BLACK,989116,208809,40.73981598,-73.98244196
172629923,12/14/2017,115,RECKLESS ENDANGERMENT 2,355,OFFENSES AGAINST THE PERSON,PL 1202000,M,B,45,0,25-44,M,WHITE,1028759,239777,40.82470413,-73.83918094
172634720,12/14/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 1950500,M,M,5,0,25-44,F,WHITE HISPANIC,984990,200136,40.71601201,-73.99733203
172629695,12/14/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,S,120,0,25-44,M,WHITE HISPANIC,963252,167596,40.62667213,-74.07564654
172629604,12/14/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1028605,187930,40.68239829,-73.84007937
172629595,12/14/2017,565,"PROSTITUTION, PATRONIZING 4, 3",356,PROSTITUTION & RELATED OFFENSES,PL 2300400,M,M,33,0,25-44,M,WHITE HISPANIC,1001494,248376,40.8484012,-73.93767304
172629438,12/14/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,23,0,18-24,M,BLACK,1000866,226632,40.78872124,-73.93999677
172628315,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,7,25-44,M,BLACK,986320,212857,40.75092782,-73.99253038
172603028,12/14/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,Q,114,0,25-44,M,WHITE,1007694,219657,40.76956124,-73.91536345
172626590,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,9,0,18-24,M,BLACK,985801,203874,40.72627182,-73.99440563
172626571,12/14/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL0511A01,I,B,41,0,25-44,M,WHITE HISPANIC,1015590,236359,40.81537923,-73.88677924
172625298,12/14/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2403002,M,M,34,0,25-44,M,WHITE HISPANIC,1002162,249364,40.85111164,-73.93525591
172625276,12/14/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,46,0,18-24,M,BLACK HISPANIC,1013470,252563,40.85986175,-73.89436758
172625268,12/14/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,44,0,25-44,M,WHITE HISPANIC,1006537,244511,40.83778162,-73.91945797
172618686,12/14/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,34,69,45-64,M,BLACK,1003268,249041,40.85022278,-73.93125903
172618660,12/14/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,73,0,25-44,M,BLACK,1008104,178652,40.65701125,-73.91402854
172618659,12/14/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,K,69,0,<18,M,BLACK,1014971,170329,40.63414526,-73.88931691
172618640,12/14/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,46,0,25-44,F,BLACK HISPANIC,1010664,251021,40.85563827,-73.90451768
172616188,12/14/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,110,0,25-44,M,ASIAN / PACIFIC ISLANDER,1019165,210166,40.74347303,-73.87399994
172616183,12/14/2017,201,"TRESPASS 4,CRIMINAL",678,MISCELLANEOUS PENAL LAW,PL 1400500,V,M,33,0,65+,M,BLACK,1002974,247561,40.84616125,-73.93232586
172616171,12/14/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),CPL5700600,M,K,84,87,45-64,M,BLACK,987801,192258,40.69438807,-73.98719601
